Vulkan Memory Allocator,Calls recording
1,8
Config,Begin
VulkanApiVersion,1,2
PhysicalDevice,apiVersion,4206786
PhysicalDevice,driverVersion,2144583680
PhysicalDevice,vendorID,4318
PhysicalDevice,deviceID,7170
PhysicalDevice,deviceType,2
PhysicalDevice,deviceName,NVIDIA GeForce GTX 1060 3GB
PhysicalDeviceLimits,maxMemoryAllocationCount,4096
PhysicalDeviceLimits,bufferImageGranularity,1024
PhysicalDeviceLimits,nonCoherentAtomSize,64
PhysicalDeviceMemory,HeapCount,3
PhysicalDeviceMemory,Heap,0,size,3133145088
PhysicalDeviceMemory,Heap,0,flags,1
PhysicalDeviceMemory,Heap,1,size,12726345728
PhysicalDeviceMemory,Heap,1,flags,0
PhysicalDeviceMemory,Heap,2,size,224395264
PhysicalDeviceMemory,Heap,2,flags,1
PhysicalDeviceMemory,TypeCount,11
PhysicalDeviceMemory,Type,0,heapIndex,1
PhysicalDeviceMemory,Type,0,propertyFlags,0
PhysicalDeviceMemory,Type,1,heapIndex,1
PhysicalDeviceMemory,Type,1,propertyFlags,0
PhysicalDeviceMemory,Type,2,heapIndex,1
PhysicalDeviceMemory,Type,2,propertyFlags,0
PhysicalDeviceMemory,Type,3,heapIndex,1
PhysicalDeviceMemory,Type,3,propertyFlags,0
PhysicalDeviceMemory,Type,4,heapIndex,1
PhysicalDeviceMemory,Type,4,propertyFlags,0
PhysicalDeviceMemory,Type,5,heapIndex,1
PhysicalDeviceMemory,Type,5,propertyFlags,0
PhysicalDeviceMemory,Type,6,heapIndex,1
PhysicalDeviceMemory,Type,6,propertyFlags,0
PhysicalDeviceMemory,Type,7,heapIndex,0
PhysicalDeviceMemory,Type,7,propertyFlags,1
PhysicalDeviceMemory,Type,8,heapIndex,1
PhysicalDeviceMemory,Type,8,propertyFlags,6
PhysicalDeviceMemory,Type,9,heapIndex,1
PhysicalDeviceMemory,Type,9,propertyFlags,14
PhysicalDeviceMemory,Type,10,heapIndex,2
PhysicalDeviceMemory,Type,10,propertyFlags,7
Extension,VK_KHR_dedicated_allocation,0
Extension,VK_KHR_bind_memory2,0
Extension,VK_EXT_memory_budget,0
Extension,VK_AMD_device_coherent_memory,0
Macro,VMA_DEBUG_ALWAYS_DEDICATED_MEMORY,0
Macro,VMA_DEBUG_ALIGNMENT,1
Macro,VMA_DEBUG_MARGIN,0
Macro,VMA_DEBUG_INITIALIZE_ALLOCATIONS,0
Macro,VMA_DEBUG_DETECT_CORRUPTION,0
Macro,VMA_DEBUG_GLOBAL_MUTEX,0
Macro,VMA_DEBUG_MIN_BUFFER_IMAGE_GRANULARITY,1
Macro,VMA_SMALL_HEAP_MAX_SIZE,1073741824
Macro,VMA_DEFAULT_LARGE_HEAP_BLOCK_SIZE,268435456
Config,End
7076,0.001,0,vmaCreateAllocator
7076,0.143,0,vmaCreateImage,0,1,126,1280,720,1,1,1,1,0,32,0,0,0,1,0,0,0,0000000000000000,00000247BE779A00,
7076,0.144,0,vmaGetAllocationInfo,00000247BE779A00
7076,0.441,0,vmaCreateImage,16,1,37,1,1,1,1,6,1,0,15,0,0,0,1,0,0,0,0000000000000000,00000247BE779A50,
7076,0.442,0,vmaGetAllocationInfo,00000247BE779A50
7076,0.442,0,vmaCreateBuffer,0,24,1,0,0,3,0,0,0,0000000000000000,00000247BE779AA0,
7076,0.442,0,vmaGetAllocationInfo,00000247BE779AA0
7076,0.442,0,vmaMapMemory,00000247BE779AA0
7076,0.442,0,vmaUnmapMemory,00000247BE779AA0
7076,0.447,0,vmaGetAllocationInfo,00000247BE779AA0
7076,0.448,0,vmaDestroyBuffer,00000247BE779AA0
7076,0.448,0,vmaCreateImage,0,1,37,1,1,1,1,1,1,0,7,0,0,0,1,0,0,0,0000000000000000,00000247BE779AA0,
7076,0.448,0,vmaGetAllocationInfo,00000247BE779AA0
7076,0.448,0,vmaCreateBuffer,0,4,1,0,0,3,0,0,0,0000000000000000,00000247BE779AF0,
7076,0.448,0,vmaGetAllocationInfo,00000247BE779AF0
7076,0.448,0,vmaMapMemory,00000247BE779AF0
7076,0.448,0,vmaUnmapMemory,00000247BE779AF0
7076,0.449,0,vmaGetAllocationInfo,00000247BE779AF0
7076,0.449,0,vmaDestroyBuffer,00000247BE779AF0
7076,0.449,0,vmaCreateImage,0,1,109,4,4,1,1,1,1,0,7,0,0,0,1,0,0,0,0000000000000000,00000247BE779AF0,
7076,0.449,0,vmaGetAllocationInfo,00000247BE779AF0
7076,0.450,0,vmaCreateBuffer,0,256,1,0,0,3,0,0,0,0000000000000000,00000247BE779B40,
7076,0.450,0,vmaGetAllocationInfo,00000247BE779B40
7076,0.450,0,vmaMapMemory,00000247BE779B40
7076,0.450,0,vmaUnmapMemory,00000247BE779B40
7076,0.450,0,vmaGetAllocationInfo,00000247BE779B40
7076,0.450,0,vmaDestroyBuffer,00000247BE779B40
7076,0.453,0,vmaCreateBuffer,0,160,16,0,0,3,0,0,0,0000000000000000,00000247BE779B40,
7076,0.453,0,vmaGetAllocationInfo,00000247BE779B40
7076,0.453,0,vmaMapMemory,00000247BE779B40
7076,0.453,0,vmaUnmapMemory,00000247BE779B40
7076,0.453,0,vmaCreateBuffer,0,160,16,0,0,3,0,0,0,0000000000000000,00000247BE779B90,
7076,0.453,0,vmaGetAllocationInfo,00000247BE779B90
7076,0.453,0,vmaMapMemory,00000247BE779B90
7076,0.453,0,vmaUnmapMemory,00000247BE779B90
7076,0.454,0,vmaCreateBuffer,0,160,16,0,0,3,0,0,0,0000000000000000,00000247BE779BE0,
